Fecha,Departamentos,Concepto,Valor
2017,Antioquia,Comercio y reparación de vehículos,495.893957
2018,Antioquia,Comercio y reparación de vehículos,506.97955099999996
2019,Antioquia,Comercio y reparación de vehículos,523.726924
2020,Antioquia,Comercio y reparación de vehículos,472.69696600000003
2021,Antioquia,Comercio y reparación de vehículos,512.428
2022,Antioquia,Comercio y reparación de vehículos,554.367
2023,Antioquia,Comercio y reparación de vehículos,584.526
2024,Antioquia,Comercio y reparación de vehículos,582.075
2025,Antioquia,Comercio y reparación de vehículos,608.31
2015,Antioquia,Alojamiento y servicios de comida,182.181595
2016,Antioquia,Alojamiento y servicios de comida,182.262732
2017,Antioquia,Alojamiento y servicios de comida,190.824264
2018,Antioquia,Alojamiento y servicios de comida,178.165252
2019,Antioquia,Alojamiento y servicios de comida,179.06242699999999
2020,Antioquia,Alojamiento y servicios de comida,160.783628
2021,Antioquia,Alojamiento y servicios de comida,166.798
2022,Antioquia,Alojamiento y servicios de comida,196.293
2023,Antioquia,Alojamiento y servicios de comida,241.999
2024,Antioquia,Alojamiento y servicios de comida,242.231
2025,Antioquia,Alojamiento y servicios de comida,257.689
2015,Antioquia,Transporte y almacenamiento,158.383045
2016,Antioquia,Transporte y almacenamiento,178.63958799999997
2017,Antioquia,Transporte y almacenamiento,173.757861
2018,Antioquia,Transporte y almacenamiento,174.696124
2019,Antioquia,Transporte y almacenamiento,180.009845
2020,Antioquia,Transporte y almacenamiento,172.751935
2021,Antioquia,Transporte y almacenamiento,179.357
2022,Antioquia,Transporte y almacenamiento,203.033
2023,Antioquia,Transporte y almacenamiento,230.78
2024,Antioquia,Transporte y almacenamiento,235.309
2025,Antioquia,Transporte y almacenamiento,264.107
2015,Antioquia,Información y comunicaciones,38.445623
2016,Antioquia,Información y comunicaciones,35.688143
2017,Antioquia,Información y comunicaciones,39.508994
2018,Antioquia,Información y comunicaciones,39.866845
2019,Antioquia,Información y comunicaciones,44.032761
2020,Antioquia,Información y comunicaciones,45.462511
2021,Antioquia,Información y comunicaciones,50.862
2022,Antioquia,Información y comunicaciones,60.584
2023,Antioquia,Información y comunicaciones,59.103
2024,Antioquia,Información y comunicaciones,60.584
2025,Antioquia,Información y comunicaciones,66.318
2015,Antioquia,Actividades financieras y de seguros,41.598529
2016,Antioquia,Actividades financieras y de seguros,37.05713
2017,Antioquia,Actividades financieras y de seguros,40.142723
2018,Antioquia,Actividades financieras y de seguros,39.828534
2019,Antioquia,Actividades financieras y de seguros,41.520991
2020,Antioquia,Actividades financieras y de seguros,42.62956
2021,Antioquia,Actividades financieras y de seguros,50.346
2022,Antioquia,Actividades financieras y de seguros,62.343
2023,Antioquia,Actividades financieras y de seguros,64.408
2024,Antioquia,Actividades financieras y de seguros,61.118
2025,Antioquia,Actividades financieras y de seguros,62.663
2015,Antioquia,Actividades inmobiliarias,33.941027000000005
2016,Antioquia,Actividades inmobiliarias,37.057473
2017,Antioquia,Actividades inmobiliarias,39.800913
2018,Antioquia,Actividades inmobiliarias,44.464386
2019,Antioquia,Actividades inmobiliarias,38.245744
2020,Antioquia,Actividades inmobiliarias,37.910354
2021,Antioquia,Actividades inmobiliarias,30.514
2022,Antioquia,Actividades inmobiliarias,35.274
2023,Antioquia,Actividades inmobiliarias,42.93
2024,Antioquia,Actividades inmobiliarias,44.871
2025,Antioquia,Actividades inmobiliarias,46.34
2015,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",159.937969
2016,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",170.053606
2017,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",174.000454
2018,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",175.12124400000002
2019,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",193.519755
2020,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",168.136729
2021,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",232.614
2022,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",254.954
2023,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",267.09
2024,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",273.368
2025,Antioquia,"Actividades profesionales, científicas, técnicas y de servicios administrativos",277.146
2015,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",281.485856
2016,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",273.545251
2017,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",287.882554
2018,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",279.407748
2019,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",273.361416
2020,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",256.79884899999996
2021,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",292.335
2022,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",298.88
2023,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",337.312
2024,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",340.637
2025,Antioquia,"Administración pública y defensa, educación y atención de la salud humana",368.947
2015,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",238.099457
2016,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",231.474963
2017,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",245.857104
2018,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",237.13491
2019,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",251.870835
2020,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",221.214596
2021,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",217.209
2022,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",270.839
2023,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",272.921
2024,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",278.905
2025,Antioquia,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",269.915
2015,Atlántico,Total ocupados,1042.707607
2016,Atlántico,Total ocupados,1066.7483929999999
2017,Atlántico,Total ocupados,1069.110859
2018,Atlántico,Total ocupados,1100.49305
2019,Atlántico,Total ocupados,1140.894003
2020,Atlántico,Total ocupados,1041.283807
2021,Atlántico,Total ocupados,1102.301
2022,Atlántico,Total ocupados,1241.863
2023,Atlántico,Total ocupados,1274.498
2024,Atlántico,Total ocupados,1247.659
2025,Atlántico,Total ocupados,1289.468
2015,Atlántico,No informa,0.0
2016,Atlántico,No informa,0.0
2017,Atlántico,No informa,0.14477099999999998
2018,Atlántico,No informa,0.078324
2019,Atlántico,No informa,0.0
2020,Atlántico,No informa,0.158032
2021,Atlántico,No informa,1.525
2022,Atlántico,No informa,0.077
2023,Atlántico,No informa,0.0
2024,Atlántico,No informa,0.0
2025,Atlántico,No informa,0.0
2015,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",29.929537
2016,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",33.090495000000004
2017,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",33.60657
2018,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",38.416345
2019,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",35.145818
2020,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",34.432773999999995
2021,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",38.225
2022,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",43.452
2023,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",44.196
2024,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",43.594
2025,Atlántico,"Agricultura, ganadería, caza, silvicultura y pesca",40.543
2015,Atlántico,Explotación de minas y canteras,1.14285
2016,Atlántico,Explotación de minas y canteras,2.113294
2017,Atlántico,Explotación de minas y canteras,2.8685500000000004
2018,Atlántico,Explotación de minas y canteras,2.920064
2019,Atlántico,Explotación de minas y canteras,2.408402
2020,Atlántico,Explotación de minas y canteras,1.415637
2021,Atlántico,Explotación de minas y canteras,1.663
2022,Atlántico,Explotación de minas y canteras,1.716
2023,Atlántico,Explotación de minas y canteras,3.104
2024,Atlántico,Explotación de minas y canteras,2.693
2025,Atlántico,Explotación de minas y canteras,2.115
2015,Atlántico,Industrias manufactureras,152.672481
2016,Atlántico,Industrias manufactureras,142.249457
2017,Atlántico,Industrias manufactureras,135.71332999999998
2018,Atlántico,Industrias manufactureras,156.25505900000002
2019,Atlántico,Industrias manufactureras,152.178844
2020,Atlántico,Industrias manufactureras,133.203575
2021,Atlántico,Industrias manufactureras,125.492
2022,Atlántico,Industrias manufactureras,142.419
2023,Atlántico,Industrias manufactureras,148.991
2024,Atlántico,Industrias manufactureras,144.883
2025,Atlántico,Industrias manufactureras,163.705
2015,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",11.600712
2016,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",13.434977
2017,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",10.479258
2018,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",10.317322
2019,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",12.187656
2020,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",13.805244
2021,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",17.294
2022,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",21.863
2023,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",18.015
2024,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",22.748
2025,Atlántico,"Suministro de electricidad, gas, agua y gestión de desechos",23.465
2015,Atlántico,Construcción,91.425955
2016,Atlántico,Construcción,89.215633
2017,Atlántico,Construcción,95.184401
2018,Atlántico,Construcción,95.576863
2019,Atlántico,Construcción,89.18368
2020,Atlántico,Construcción,89.50581
2021,Atlántico,Construcción,95.322
2022,Atlántico,Construcción,100.551
2023,Atlántico,Construcción,100.364
2024,Atlántico,Construcción,103.637
2025,Atlántico,Construcción,101.656
2015,Atlántico,Comercio y reparación de vehículos,233.517717
2016,Atlántico,Comercio y reparación de vehículos,244.058351
2017,Atlántico,Comercio y reparación de vehículos,244.279957
2018,Atlántico,Comercio y reparación de vehículos,246.810186
2019,Atlántico,Comercio y reparación de vehículos,258.02491
2020,Atlántico,Comercio y reparación de vehículos,243.19743599999998
2021,Atlántico,Comercio y reparación de vehículos,252.668
2022,Atlántico,Comercio y reparación de vehículos,273.882
2023,Atlántico,Comercio y reparación de vehículos,273.124
2024,Atlántico,Comercio y reparación de vehículos,262.56
2025,Atlántico,Comercio y reparación de vehículos,254.876
2015,Atlántico,Alojamiento y servicios de comida,83.046992
2016,Atlántico,Alojamiento y servicios de comida,92.325714
2017,Atlántico,Alojamiento y servicios de comida,85.904743
2018,Atlántico,Alojamiento y servicios de comida,82.169606
2019,Atlántico,Alojamiento y servicios de comida,92.455162
2020,Atlántico,Alojamiento y servicios de comida,97.615645
2021,Atlántico,Alojamiento y servicios de comida,90.178
2022,Atlántico,Alojamiento y servicios de comida,108.53
2023,Atlántico,Alojamiento y servicios de comida,112.11
2024,Atlántico,Alojamiento y servicios de comida,109.175
2025,Atlántico,Alojamiento y servicios de comida,112.651
2015,Atlántico,Transporte y almacenamiento,101.94147699999999
2016,Atlántico,Transporte y almacenamiento,99.63871
2017,Atlántico,Transporte y almacenamiento,104.630504
2018,Atlántico,Transporte y almacenamiento,103.677842
2019,Atlántico,Transporte y almacenamiento,109.71683800000001
2020,Atlántico,Transporte y almacenamiento,108.360769
2021,Atlántico,Transporte y almacenamiento,105.517
2022,Atlántico,Transporte y almacenamiento,123.34
2023,Atlántico,Transporte y almacenamiento,130.856
2024,Atlántico,Transporte y almacenamiento,123.373
2025,Atlántico,Transporte y almacenamiento,141.704
2015,Atlántico,Información y comunicaciones,24.677587
2016,Atlántico,Información y comunicaciones,21.035994
2017,Atlántico,Información y comunicaciones,19.806464
2018,Atlántico,Información y comunicaciones,20.372709999999998
2019,Atlántico,Información y comunicaciones,21.662634999999998
2020,Atlántico,Información y comunicaciones,15.706864
2021,Atlántico,Información y comunicaciones,18.319
2022,Atlántico,Información y comunicaciones,19.67
2023,Atlántico,Información y comunicaciones,19.817
2024,Atlántico,Información y comunicaciones,14.065
2025,Atlántico,Información y comunicaciones,18.329
2015,Atlántico,Actividades financieras y de seguros,17.584128
2016,Atlántico,Actividades financieras y de seguros,18.40954
2017,Atlántico,Actividades financieras y de seguros,18.635823000000002
2018,Atlántico,Actividades financieras y de seguros,17.590683000000002
2019,Atlántico,Actividades financieras y de seguros,17.947365
2020,Atlántico,Actividades financieras y de seguros,14.148677
2021,Atlántico,Actividades financieras y de seguros,18.262
2022,Atlántico,Actividades financieras y de seguros,17.83
2023,Atlántico,Actividades financieras y de seguros,22.092
2024,Atlántico,Actividades financieras y de seguros,20.569
2025,Atlántico,Actividades financieras y de seguros,19.745
2015,Atlántico,Actividades inmobiliarias,11.41751
2016,Atlántico,Actividades inmobiliarias,12.396021000000001
2017,Atlántico,Actividades inmobiliarias,11.548318
2018,Atlántico,Actividades inmobiliarias,11.849523999999999
2019,Atlántico,Actividades inmobiliarias,14.16457
2020,Atlántico,Actividades inmobiliarias,10.238152
2021,Atlántico,Actividades inmobiliarias,10.364
2022,Atlántico,Actividades inmobiliarias,13.531
2023,Atlántico,Actividades inmobiliarias,16.814
2024,Atlántico,Actividades inmobiliarias,16.468
2025,Atlántico,Actividades inmobiliarias,16.833
2015,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",58.010192
2016,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",66.486119
2017,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",68.33733199999999
2018,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",64.788022
2019,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",69.96663099999999
2020,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",64.984959
2021,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",87.031
2022,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",97.253
2023,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",97.33
2024,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",101.122
2025,Atlántico,"Actividades profesionales, científicas, técnicas y de servicios administrativos",95.516
2015,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",118.522352
2016,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",125.638107
2017,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",122.043571
2018,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",127.39576799999999
2019,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",133.557998
2020,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",112.11566400000001
2021,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",134.086
2022,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",144.675
2023,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",144.807
2024,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",139.416
2025,Atlántico,"Administración pública y defensa, educación y atención de la salud humana",152.106
2015,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",107.21811699999999
2016,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",106.655981
2017,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",115.927267
2018,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",122.274733
2019,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",132.293494
2020,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",102.39456799999999
2021,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",106.353
2022,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",133.074
2023,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",142.88
2024,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",143.356
2025,Atlántico,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicios",146.226
2015,Bolívar,Total ocupados,865.6680379999999
2016,Bolívar,Total ocupados,868.7062970000001
2017,Bolívar,Total ocupados,881.935973
2018,Bolívar,Total ocupados,917.4881829999999
2019,Bolívar,Total ocupados,948.1607929999999
2020,Bolívar,Total ocupados,867.090532
2021,Bolívar,Total ocupados,907.673
2022,Bolívar,Total ocupados,934.941
2023,Bolívar,Total ocupados,982.82
2024,Bolívar,Total ocupados,889.113
2025,Bolívar,Total ocupados,906.036
2015,Bolívar,No informa,0.112095
2016,Bolívar,No informa,0.188616
2017,Bolívar,No informa,0.31707799999999997
2018,Bolívar,No informa,0.065932
2019,Bolívar,No informa,0.0
2020,Bolívar,No informa,0.120661
2021,Bolívar,No informa,1.74
2022,Bolívar,No informa,0.353
2023,Bolívar,No informa,0.305
2024,Bolívar,No informa,0.0
2025,Bolívar,No informa,0.0
2015,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",149.780786
2016,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",156.584903
2017,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",163.44288500000002
2018,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",182.563983
2019,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",177.143875
2020,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",172.052493
2021,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",134.551
2022,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",139.241
2023,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",158.358
2024,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",142.937
2025,Bolívar,"Agricultura, ganadería, caza, silvicultura y pesca",140.144
2015,Bolívar,Explotación de minas y canteras,9.731842
2016,Bolívar,Explotación de minas y canteras,6.198004
2017,Bolívar,Explotación de minas y canteras,2.557627
2018,Bolívar,Explotación de minas y canteras,3.1666469999999998
2019,Bolívar,Explotación de minas y canteras,3.2092289999999997
2020,Bolívar,Explotación de minas y canteras,3.390278
2021,Bolívar,Explotación de minas y canteras,6.742
2022,Bolívar,Explotación de minas y canteras,8.066
2023,Bolívar,Explotación de minas y canteras,7.396
2024,Bolívar,Explotación de minas y canteras,8.027
2025,Bolívar,Explotación de minas y canteras,11.935
2015,Bolívar,Industrias manufactureras,72.137529
2016,Bolívar,Industrias manufactureras,65.237962
2017,Bolívar,Industrias manufactureras,69.118954
2018,Bolívar,Industrias manufactureras,84.145936
2019,Bolívar,Industrias manufactureras,83.886502
2020,Bolívar,Industrias manufactureras,67.599299
2021,Bolívar,Industrias manufactureras,60.57
2022,Bolívar,Industrias manufactureras,65.061
2023,Bolívar,Industrias manufactureras,73.109
2024,Bolívar,Industrias manufactureras,64.136
2025,Bolívar,Industrias manufactureras,61.2
2015,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",6.789498
2016,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",8.311983
2017,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",5.831586000000001
2018,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",5.7916289999999995
2019,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",8.084708
2020,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",8.636056
2021,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",10.06
2022,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",9.689
2023,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",14.456
2024,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",11.392
2025,Bolívar,"Suministro de electricidad, gas, agua y gestión de desechos",10.911
2015,Bolívar,Construcción,65.429115
2016,Bolívar,Construcción,63.875440000000005
2017,Bolívar,Construcción,63.096219
2018,Bolívar,Construcción,59.906718999999995
2019,Bolívar,Construcción,66.44003599999999
2020,Bolívar,Construcción,57.695763
2021,Bolívar,Construcción,73.61
2022,Bolívar,Construcción,75.506
2023,Bolívar,Construcción,75.22
2024,Bolívar,Construcción,72.382
2025,Bolívar,Construcción,74.219
2015,Bolívar,Comercio y reparación de vehículos,158.073188
2016,Bolívar,Comercio y reparación de vehículos,161.61330600000002
2017,Bolívar,Comercio y reparación de vehículos,168.430514
2018,Bolívar,Comercio y reparación de vehículos,159.062204
2019,Bolívar,Comercio y reparación de vehículos,176.074098
2020,Bolívar,Comercio y reparación de vehículos,171.58356799999999
2021,Bolívar,Comercio y reparación de vehículos,172.787
2022,Bolívar,Comercio y reparación de vehículos,179.37
2023,Bolívar,Comercio y reparación de vehículos,175.159
2024,Bolívar,Comercio y reparación de vehículos,151.546
2025,Bolívar,Comercio y reparación de vehículos,149.202
2015,Bolívar,Alojamiento y servicios de comida,69.938119
2016,Bolívar,Alojamiento y servicios de comida,77.489144
2017,Bolívar,Alojamiento y servicios de comida,78.48424899999999
2018,Bolívar,Alojamiento y servicios de comida,75.373306
2019,Bolívar,Alojamiento y servicios de comida,79.874819
2020,Bolívar,Alojamiento y servicios de comida,82.074242
2021,Bolívar,Alojamiento y servicios de comida,84.86
2022,Bolívar,Alojamiento y servicios de comida,76.65
2023,Bolívar,Alojamiento y servicios de comida,95.278
2024,Bolívar,Alojamiento y servicios de comida,77.088
2025,Bolívar,Alojamiento y servicios de comida,87.141
2015,Bolívar,Transporte y almacenamiento,92.834001
2016,Bolívar,Transporte y almacenamiento,92.00201799999999
2017,Bolívar,Transporte y almacenamiento,97.323624
2018,Bolívar,Transporte y almacenamiento,101.911288
2019,Bolívar,Transporte y almacenamiento,101.08675500000001
2020,Bolívar,Transporte y almacenamiento,90.234751
2021,Bolívar,Transporte y almacenamiento,105.787
2022,Bolívar,Transporte y almacenamiento,111.099
2023,Bolívar,Transporte y almacenamiento,110.774
2024,Bolívar,Transporte y almacenamiento,101.078
2025,Bolívar,Transporte y almacenamiento,103.677
2015,Bolívar,Información y comunicaciones,16.436083999999997
2016,Bolívar,Información y comunicaciones,12.744673
2017,Bolívar,Información y comunicaciones,9.620618
2018,Bolívar,Información y comunicaciones,10.648063
2019,Bolívar,Información y comunicaciones,11.378562
2020,Bolívar,Información y comunicaciones,6.393857
2021,Bolívar,Información y comunicaciones,7.746
2022,Bolívar,Información y comunicaciones,6.107
2023,Bolívar,Información y comunicaciones,6.952
2024,Bolívar,Información y comunicaciones,5.975
2025,Bolívar,Información y comunicaciones,6.2
2015,Bolívar,Actividades financieras y de seguros,6.319891999999999
2016,Bolívar,Actividades financieras y de seguros,6.735846
2017,Bolívar,Actividades financieras y de seguros,6.847361
2018,Bolívar,Actividades financieras y de seguros,6.837176
2019,Bolívar,Actividades financieras y de seguros,6.25751
2020,Bolívar,Actividades financieras y de seguros,6.5368
2021,Bolívar,Actividades financieras y de seguros,8.159
2022,Bolívar,Actividades financieras y de seguros,7.637
2023,Bolívar,Actividades financieras y de seguros,10.18
2024,Bolívar,Actividades financieras y de seguros,8.55
2025,Bolívar,Actividades financieras y de seguros,6.54
2015,Bolívar,Actividades inmobiliarias,5.882225999999999
2016,Bolívar,Actividades inmobiliarias,5.076798
2017,Bolívar,Actividades inmobiliarias,4.720306
2018,Bolívar,Actividades inmobiliarias,6.912104
2019,Bolívar,Actividades inmobiliarias,6.793354999999999
