Concepto,Grupo,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Sobretasa a la Importaciones CIF,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imp. Nacional a la Gasolina y ACPM,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38322373976498847,0.39072900748850115,0.40977064023986853,0.38611099247263764,0.14696743189084724,0.15363025974118025,0.1495320578754383,0.12076521378878319,0.14527003145977768,0.11221702799326455,0.13713024134702093,0.1281143171487338,0.08146453164739012
Impuesto al Carbono,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05156016267758572,0.029193726203215083,0.041215671730492794,0.028234283433569957,0.02771738010152326,0.024600905461526944,0.035027757242523834,0.03085793029423644,0.018314043712127515
Consumo,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1655243134997822,0.21607820584294463,0.20929481334349057,0.1968169149188105,0.2124209778472109,0.210117383922004,0.2118094102410413,0.12721471502046644,0.11133674747282095,0.17527417484044838,0.2017248999874299,0.2036784018535985,0.2255939069817974
CREE,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41165212023447906,1.63342852435054,1.7306210045521784,1.63359904299395,0.5264902839751607,0.013436343574703573,0.009414319964568324,0.003993179586587897,0.0023836501229212046,0.0036441488366059714,0.006655333242768844,0.0,0.0
Sobretasa a la Gasolina y ACPM,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.5260822611517658,0.4831779295004654,0.5437442541087751,0.45012454468509877,0.39228242301524036,0.3990826456076641,0.41492057209573074,0.5050748897213411,0.41120122721514674,0.3822710035322049,0.3495250701368188,0.33829878050467854,0.3110660331933106,0.28272894793211756,0.2702672381129947,0.25748795611195974,0.2607738955304561,0.2589930847643788,0.26032158277617484,0.02056254397018315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravamen movimientos financieros,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.49745041603924894,0.5163240676944932,0.6488233121095435,0.6076612631304225,0.6046978995175214,0.739665051636745,0.7105101499582798,0.7002558831558375,0.6976616351647349,0.6714034506058078,0.622296550459155,0.5929075879138328,0.8189689559192473,0.8204491925816229,0.8259085861365393,0.8444021395904854,0.8377366351349345,0.8195418186533175,0.7356728240216152,0.689979742273417,0.7596812013946282,0.7482699621721618,0.8239722800959914,0.8337574627088605,0.8610090511479225,0.8166346305059895,0.79658383652749
Impuestos saludables y de plastico,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225042114297693,0.13834482431821205
Resto,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.02942432267558545,0.018567807939154853,0.021727033700524073,0.06577872824593681,0.013027628803124832,0.015814092748885455,0.03949302168953217,0.04156057637758378,0.036976393669072745,0.017478288953792817,0.015432523907004551,0.01435032301380647,0.016852027691533645,0.02013914703831451,0.01855657107484147,0.02406852592000384,0.02326993635113456,0.02322537237259629,0.026233102326159614,0.028072736883006176,0.03417489730096748,0.039551859576459104,0.04142979588993517,0.043833281950870814,0.04668594012984533,0.05036015593858135,0.02459170173745659,0.03553666181318,0.05361052301212217,0.06151736709131452,0.06502900128038261,0.10588464205303168
Timbre,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.18406656408596075,0.0,0.14895085286872745,0.19998623475522564,0.1917851881572137,0.21523693956747217,0.182193084376768,0.18894599254370784,0.18747486025807963,0.18712382469811656,0.17731066061408707,0.16127878131342124,0.12198237773160855,0.06564717126787484,0.020019114859545106,0.00884804126952153,0.008175067260080271,0.009493321390347951,0.012634453873944086,0.011286606682114961,0.008201585105053496,0.008085511712497896,0.00809370804514428,0.004143653308809173,0.006969050791776876,0.009140006441680044,0.013600906931393222,0.014531702009786871,0.043428741576137686
Impuesto SIMPLE,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006875165838417918,0.03211868496931813,0.04729564262774678,0.07314463000047403,0.10184568476449478,0.09397909122140925,0.08888410261127896
Normalización,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10636371468622777,0.0625283472429345,0.012206028772364395,0.015855129111288047,0.0003146685086137506,0.0,6.474522351910747e-05
Retencion en la fuente inmuebles,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01295943787813613,0.0005044131477028381,0.0003547129962754719,0.0011230015911098043,0.0016072500152740897,0.0,0.0
Contribución para la Democracia (Patrimonio) / Impuesto a la riqueza,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > DIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5224048526484655,0.4590956937098451,0.14936459603242883,0.13691642221518668,0.13701171032903234,0.27325366903287235,0.671417686709796,0.40328781591448354,0.3621898294375619,0.685033085480068,0.6276603246477529,0.5986379888986363,0.5397901812544977,0.6652159918930479,0.5140350778820351,0.4202843978632679,0.047370840707801606,0.08709394802710778,0.09586031820603713,0.08653605064168914,0.004969991936122078,0.0770790668919785,0.08534046314993848,0.06741130553297259
INGRESOS NO TRIBUTARIOS,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION,0.16866747644019958,0.28756295056527365,0.36122081216625385,0.34955829748144335,0.19374773175376664,0.20537981163459879,0.24046690569707405,0.17111873244824471,0.1291851893830792,0.07673417792733273,0.0666586585322788,0.06789348933052844,0.06644882293529424,0.08937880258040926,0.13623864478464143,0.09231223669508394,0.11522255245542767,0.09203383275548734,0.17925243431171758,0.13770374248718298,0.0806945731163726,0.08459029123428598,0.07559348986167808,0.5921568870776351,0.08366917804033518,0.13932676524912874,0.16605527744058915,0.12169086977518587,0.08865031571130211,0.07555972699577077,0.11002909867700383,0.04177030481073948
Contribucion de Hidrocarburos,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS,0.14997330984868884,0.1794542331549603,0.22856647622082837,0.197194725107174,0.02522578769183872,0.011592888048537307,0.021777053542505396,0.001922274802579036,0.00036813605244362217,0.00021260126716438535,0.0003916268076081215,0.0001698389335361201,0.000253283513799646,0.0003771050211665646,0.0005120829154723287,0.0002843871697895028,0.0,0.0,0.0003567825529214245,0.0003108636768600168,0.00044340322255909337,0.0003373648639479456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concesiones,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS,0.0,0.07906410163956834,0.07808623701455607,0.06741706417709716,0.0826598884927381,0.09596795564048842,0.10450457150374176,0.10255479865765998,0.008777720986890614,0.0140077660248038,0.0019472867931647044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telefonia Celular,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS > Concesiones,0.0,0.07906410163956834,0.07808623701455607,0.06741706417709716,0.0826598884927381,0.07975677066766901,0.09678111694878169,0.09056739986503935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concesiones portuarias y otros,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS > Concesiones,0.0,0.0,0.0,0.0,0.0,0.01621118497281941,0.007723454554960063,0.011987398792620634,0.008777720986890614,0.0140077660248038,0.0019472867931647044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Resto,1. INGRESOS TOTALES  (SIN CAUSADOS) > INGRESOS CORRIENTES DE LA NACION > INGRESOS NO TRIBUTARIOS,0.01869416659151072,0.029044615770745023,0.05456809893086945,0.08494650819717216,0.0858620555691898,0.09781896794557306,0.11418528065082689,0.06664165898800568,0.12003933234374498,0.06251381063536454,0.06431974493150597,0.06772365039699232,0.06619553942149459,0.08900169755924267,0.13572656186916912,0.09202784952529444,0.11522255245542767,0.09203383275548734,0.17889565175879613,0.13739287881032294,0.0802511698938135,0.08425292637033804,0.07559348986167808,0.5921568870776351,0.08366917804033518,0.13932676524912874,0.16605527744058915,0.12169086977518587,0.08865031571130211,0.07555972699577077,0.11002909867700383,0.04177030481073948
FONDOS ESPECIALES,1. INGRESOS TOTALES  (SIN CAUSADOS),0.28400304397448334,0.28878646537769337,0.34161248054703175,0.2701878945155684,0.2361654270755745,0.24789344897337462,0.2144839636150409,0.10977006237876288,0.13302929290865362,0.11969967050601532,0.12592200927103817,0.1396232040991782,0.1511936610973681,0.14868430141141545,0.18767535899541296,0.21163294355249687,0.18568383079513281,0.21084489968030284,0.22583379536538994,0.17762824350819847,0.2056143901215489,0.19353248646459612,0.1975813511820406,0.16646823622667098,0.1565741947614426,0.1397209311938481,0.1415936328450202,0.23829352831296172,0.2467390385135247,0.2779652102946089,0.3024974424950097,0.2894907076110819
OTROS RECURSOS DE CAPITAL,1. INGRESOS TOTALES  (SIN CAUSADOS),0.803937306780421,0.8912547810794331,0.815514068217737,0.7872292101750741,0.7324616658503859,1.1622007572996287,1.0575912947187116,0.9455742595403287,1.0625443615007555,0.9021178479772793,0.8291511782983982,0.817749896140711,1.0949356302369957,1.3491149263442108,1.919963359285487,2.0771125957697816,1.1987175425466252,1.3808389534226468,1.3843544024316135,2.340404007583813,2.0155661751038934,1.3272016207387018,1.004752776891572,1.099616528755979,1.1876957183136128,1.9324349771542686,1.876216422940753,2.141226699638518,1.4499875230680832,1.740137386096896,1.7126005400101558,1.3323925160139491
Rendimientos Financieros Totales,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,0.16215783113285195,0.14667530964226236,0.2544323050191813,0.2670757826415671,0.22135171788194946,0.2697496864823749,0.4170520785773258,0.2608085630305956,0.2331406563472095,0.19954114628810007,0.16193453402950272,0.16117142092475203,0.2560551791201266,0.17866815395510136,0.20690282519808612,0.15114709026153367,0.09150762243471679,0.14790857438136723,0.15407072688346865,0.0748891288069582,0.13301701378165798,0.21122956867948744,0.4024821820571525,0.38830530036394,0.24405109534735278,0.36512155771912397,0.08143593173952507,0.10357261535502855,0.08558171400683547,0.021641872974298867,0.0,0.0
Excedentes Financieros,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,0.28516964707615855,0.4447975443748381,0.3078487312723783,0.3789724723694375,0.384819027543643,0.8018707492943296,0.5742479742514937,0.602582517400292,0.6323177628161459,0.6244267995500656,0.6100337735038682,0.5246084173604862,0.8034262395155274,1.0653184317030027,1.132674654148655,1.7082158351433896,0.9634492013815034,1.0979525592448656,1.1989491754410255,1.989051257976578,1.5736875074834904,0.7137164241800559,0.18842860660527538,0.2220050674066421,0.44858405765815285,1.4110877051374047,1.5651136325095287,0.7519970136358834,1.2464689062477203,1.6025469427818444,1.4612149224302158,1.1762394582097098
Ecopetrol,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.18017536792539107,0.20125844113714103,0.19456605764701285,0.14641071770869807,0.1705395034050499,0.157593052523227,0.4049565006657721,0.4564889106100774,0.463147003973765,0.40314145046728256,0.3828469118594133,0.38407139348676517,0.5241035209274542,0.7780286623757892,0.8780223193975922,1.576019391528868,0.6085754513040839,0.8522782774670138,1.0502515352426902,1.8475964886287914,1.4116993101206838,0.5156010001342133,0.07990171671637056,0.09091542229967052,0.32782704304149396,1.077744357965654,0.6559290782701758,0.05186346992388291,1.1080563651954223,1.3616493751337546,0.6625779183154187,0.41998782193349865
Banco de la República,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17634980739888964,0.6996980471950258,0.5474316251563848,0.017553318961034625,0.09813820439805435,0.5379428750038142,0.5410831889084893
Telecom,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.05120159411763496,0.028857764649830343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isa e Isagen,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.0,0.11670419527504919,0.10474548524192172,0.012613880471578106,0.0,0.0,0.030246867701333936,0.005096998284894996,0.025977985895562623,0.01744015826330493,0.03002200000327567,0.02837955917723438,0.05175178562835274,0.03833526118918647,0.03731671152935337,0.034843637997917704,0.045455044414258204,0.03024743670194218,0.032380950420171375,0.0,0.018987209454237295,0.012126033515015686,0.03124690628503402,0.029653649923589837,0.038498261709704176,0.031108569225093453,0.0,0.0,0.0,0.0
Bancoldex,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.0,0.03112111874001312,0.027573609313984945,0.022185394783082967,0.02617722501351659,0.019527500022513647,0.025057937085904227,0.021641423680764566,0.00045889373204960175,0.010972551199805907,0.005800129347113768,0.0,0.010742856054088314,0.010810882926347866,0.00982887916773885,0.008750054494582597,0.0,0.011862905128883766,0.0,0.0030107346732662957,4.8163593244591804e-05,0.005098818576467918,0.0059940744869106995,0.007074680557096344,0.00880281873464528,0.00016977933028909165,0.0,0.0,0.0,0.0
Estapúblicos,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.0,0.0,0.03476502904597217,0.0346576095059237,0.048584809636727545,0.5142046660965661,0.14311424857220495,0.1265661067677009,0.08723794862576749,0.08265943680559805,0.07068296937395169,0.020451496678652405,0.03697349461995947,0.04387159911807534,0.044615860866323666,0.04201675182495906,0.08353813178730284,0.06408794260431037,0.05851409922746496,0.0464904741965304,0.04002994038998014,0.10352142243730902,0.04054918480067887,0.0695259777420473,0.04764230490053063,0.0777120241343009,0.10144679214519009,0.09365869160195023,0.05501837332472346,0.11505650325271874,0.22998327485233314,0.15743965051064557
Resto de empresas,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Excedentes Financieros,0.10499427915076746,0.24353910323769704,0.027316050461758248,0.021221066489923036,0.033375619945958904,0.09527375541987534,0.0,0.0,0.02662800542937529,0.11188749031152542,0.13006701264289103,0.09167281773195782,0.2065270946177243,0.21503861103190391,0.1475418322022982,0.041033547674028184,0.2241900275930245,0.13799264668104105,0.044728496556612214,0.05285395332043018,0.08957730655265479,0.09158326693526724,0.04894233204074407,0.04433881527344065,0.03587372894418358,0.04255318515787387,0.06073863445478745,0.027764878398283007,0.06584084876653988,0.027702859997316604,0.030710854258649896,0.05772879685707641
Recuperación de cartera diferente SPNF,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,0.07155165690274523,0.006120115465978416,0.006912215205880719,0.008133928761594338,0.0028569951215598683,0.028574737489676802,0.0,0.02414113495634298,0.0023873143959012373,0.00276709107270373,0.0022818078975743966,0.0020272354879869716,0.001894184359225796,0.0016752289539796403,0.0015224764797945255,0.0023976296403025693,0.0011824652589585702,0.001068250520478238,0.0010387062642402852,0.019522946446205176,0.02421900465133313,0.018111928643166086,0.02756839314210473,0.02652231863624167,0.023870008025051886,0.021040379476373237,0.021717862177869984,0.013286257813880908,0.01909645023565759,0.029909823907779503,0.0,0.0
Otros recursos,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL,0.2850581716686651,0.2936618115963541,0.24632081672029668,0.13304702640247518,0.12343392530323354,0.062005584033247664,0.06629124188989213,0.05804204415309814,0.19469862794149884,0.07538281106641011,0.05490106286745305,0.12994282236748578,0.03356002724211612,0.1034531117321269,0.5788634034589515,0.21535204072455552,0.1425782534714462,0.13390956927593595,0.030295793842879042,0.2569406743540714,0.284642649187412,0.3841436992359924,0.38627359508703935,0.46278384234915504,0.4711905572830551,0.13518533482136647,0.20794899651382887,1.2723708128337248,0.09884045257786962,0.08603874643297361,0.2513856175799397,0.15615305780423927
Reintegros y recursos no apropiados,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Otros recursos,0.2221730795856981,0.23505392620181506,0.16189450817972842,0.1228576892077336,0.12127436951280327,0.0566815966435201,0.06350400163647482,0.05526419250546615,0.0,0.0,0.0,0.0,0.0,0.0,0.08100472219504376,0.04721197527305806,0.08201040169494028,0.04979486000484432,0.06730628408649236,0.07915422154973922,0.1361720399575099,0.049113018819622954,0.40642599901155624,0.23353594448108633,0.19222812915334608,0.1295870567545792,0.10344842675987496,0.12097261497915428,0.18720916849376015,0.1521695946704196,0.2954831306225425,0.23595282234151743
Resto,1. INGRESOS TOTALES  (SIN CAUSADOS) > OTROS RECURSOS DE CAPITAL > Otros recursos,0.06288509208296708,0.05860788539453906,0.08442630854056828,0.010189337194741568,0.002159555790430255,0.005323987389727566,0.0028481442445349135,0.0027778516476319836,0.0,0.0,0.0,0.0,0.0,0.0,0.4978586812639077,0.16814006545149748,0.06056785177650592,0.08411470927109162,-0.03701049024361333,0.1777864528043322,0.14847060922990213,0.3350306804163694,-0.02015240392451683,0.2292478978680687,0.278962428129709,0.005598278066787259,0.10450056975395389,1.1513981978545704,-0.08836871591589054,-0.06613084823744597,-0.04409751304260276,-0.07979976453727816
2. PAGOS TOTALES,,11.015762559201182,11.711516024004826,13.110483560129527,13.851484428652025,14.35955332726688,15.902583436795648,15.99489175735907,17.151641444183706,16.923499728178403,16.82106752741534,16.80096911706172,17.510796253516435,17.703803637349893,17.909632588366225,17.56462487180046,19.108099462750534,17.223906079175315,17.212755924246235,17.908416120323288,18.900254167171013,19.02371401721688,18.986651206156534,18.685435969731838,18.918568451760574,18.234190136752115,18.432546663582418,23.38418227825207,22.98313821292551,20.34048994365079,21.94685061433941,22.56702535202548,22.134802557858865
