Concepto,Grupo,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
FUNCIONAMIENTO,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION,6379.187,8508.3008,11168.7002320725,13929.757,17121.989,20873.429,22802.0716608934,27171.98807179279,29336.840600000003,32566.378741,37434.973638007,44925.727517353946,48771.77122559559,53410.931382245355,59345.20780249849,69920.83950202366,68158.83782991889,75960.57411662448,84541.6546384974,96800.51882547041,106778.4987146291,111105.27008288159,120250.27808765223,131007.60916099482,140389.10898554738,148897.6406345264,184443.3105613567,211060.92326855095,213209.19303698433,260641.56344719246,288317.8337476197,319441.43837858236
Servicios personales,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO,1627.857,2071.9004,2294.94185,2848.1997,3547.894,4106.214,4674.57,5279.63333,5719.616,6130.129741000001,6586.275720470316,7331.508213776339,8289.652864136,8780.245093572996,9822.362458166,11163.22453037721,11764.486704575242,12437.121683689722,13912.518783156987,16363.532352361986,18777.91805152567,19405.77369897027,20381.33023520439,20427.23190324838,22238.27578276911,21882.445817840584,23652.569300424,25656.895678946003,28348.111290825113,32821.377853261365,37410.25621517497,42257.88222353365
Transferencias,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO,4146.354,5704.3,8020.6762520725,9753.0,12258.786,15471.6,16752.052816151863,20118.01433795154,21635.0808,24273.540800000002,28621.45289126499,34755.85348565773,36958.7866108216,40719.407725233104,45849.27614466348,55081.770858227625,52051.35482544414,59039.98480386424,65021.32928320579,74540.17270222356,81859.25053884629,85695.8471051199,94096.36217032792,104602.70991274032,111606.54724869019,119611.98637717214,154129.88494592978,176971.1033558465,174802.7216062067,217105.70049161057,239305.80905411672,261954.72637180836
Transferencias regionales (SGP desde 2002),2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO > Transferencias,2340.885,2900.2,4316.8,5237.1,6475.288,8066.905000000001,8077.748676766847,10685.1974984333,11158.5413,12535.9403,13592.267256392,14626.285400457999,15641.109723250802,16983.453515983,18814.2398847252,21533.692354944,22935.257997083,24710.754566599,25942.581408532,27332.523965164,28728.065657118,29657.422004559,32134.26486964465,35765.02119876,36616.512097068,41072.794016699,43426.320265753006,46370.633317289,47885.930675512,52848.364259134,67920.08228132801,78821.614558672
Situado Fiscal,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO > Transferencias > Transferencias regionales (SGP desde 2002),1510.385,1834.8,2632.0,2975.5,3300.76,4499.7,4209.450340925667,5651.070731306299,8779.286,10288.536,11281.9176124,14626.285400457999,15641.109723250802,16983.453515983,18814.2398847252,21533.692354944,22935.257997083,24710.754566599,25942.581408532,27332.523965164,,,,,,,,,,,0.0,
Participaciones Municipales,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO > Transferencias > Transferencias regionales (SGP desde 2002),830.5,1065.4,1552.0,1943.0,2480.292,3141.605,2806.55769084118,3995.321765,1919.367,2247.4042999999997,2310.3496439920004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,
"Fondo de Compensación Educativa 
Deuda Ley 60/93 (2002)",2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO > Transferencias > Transferencias regionales (SGP desde 2002),0.0,0.0,132.8,318.6,694.236,425.6,1061.740645,1038.805002127,459.8883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,
Pensiones,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO > Transferencias,785.1083000000001,1132.2775,1627.4723999999999,2021.9753999999998,2556.586,3063.42998,3778.8673279126,4759.051564736798,5660.579100000001,6095.7444000000005,7916.52666083129,11531.578831542462,13065.410534959668,14989.06955546259,16644.149148630077,17776.17923224162,17109.971699528618,20765.511533710967,22658.902089417676,26731.470123939245,27470.881322496913,27946.097459830573,29664.619011797924,33358.026215127305,33954.99347589806,33783.597628579584,41641.032209932586,43250.68773299105,37945.05069038192,52945.08716349844,60707.709806674095,70403.12809312077
Otras,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO > Transferencias,1020.3607,1671.8225,2076.4038520725003,2493.9246000000003,3226.912,4341.26502,4895.4368114724175,4673.765274781442,4815.9604,5641.856099999997,7112.658974041698,8597.989253657268,0.0,8746.884653787516,10390.887111308204,15771.89927104201,12006.12512883252,13563.718703554277,16419.845785256115,20476.178613120315,25660.303559231375,28092.327640730327,32297.478288885348,35479.66249885301,41035.041675724126,44755.59473189356,69062.53247024419,87349.78230556646,88971.74024031279,111312.24906897813,110678.01696611462,112729.98372001556
Gastos generales y otros,2. PAGOS TOTALES > PAGOS CORRIENTES DE LA NACION > FUNCIONAMIENTO,604.976,732.1004,853.08213,1328.5573,1315.309,1295.615,1375.4488447415363,1774.340403841253,1982.1438,2162.7082,2227.2450262716925,2838.36581791987,3523.33175063799,3911.278563439251,3673.569199669,3675.844113418828,4342.99629989951,4483.467629070519,5607.806572134623,5896.813770884863,6141.33012425714,6003.649278791419,5772.585682119912,5977.667345006114,6544.285954088086,7403.20843951368,6660.85631500291,8432.92423375843,10058.360139952518,10714.48510232052,11601.768478328047,15228.829783240311
INVERSION,2. PAGOS TOTALES,1339.0,1745.9,2316.1468279999995,3169.4,2280.359,2254.72431752225,2679.413,2903.982564686112,2955.0162618268023,2882.81195272469,3126.4743133513703,4372.51673196973,5459.346767768196,8316.48999138127,10436.550657410638,11337.811333768872,11336.768479974939,14953.368948148962,18742.998171030154,22360.642103666185,22760.22111867431,24057.62104183022,19623.403845306857,19472.304457332957,14979.060768296707,19605.00744282748,22443.015144718145,29019.702105572,39596.556791736635,41217.516894923756,33473.854241362504,49424.41619150024
3. DEFICIT O SUPERAVIT EFECTIVO,,-797.808,-1690.3806100000002,-3412.3967806239966,-4446.13167,-6765.0296960000005,-9226.98655615994,-9431.328156876869,-10083.924953834516,-9961.163927129921,-10786.130953863949,-10999.016728222832,-13425.742248394608,-11271.33353160204,-12076.660654969864,-8663.042020123597,-18702.50627778197,-18768.165627461116,-12320.445214492225,-12294.846,-15221.0280419271,-19228.927463528235,-23462.99485365064,-33034.34688446326,-30077.472779959207,-30823.462491742597,-23536.283441460953,-80916.07297384823,-82046.31803530193,-60961.799884117354,-51396.139370632416,-105184.23127369418,-107602.04226178114
PRESTAMO NETO,3. DEFICIT O SUPERAVIT EFECTIVO,129.4,172.0,419.884,203.055,325.578347937,961.4520518063283,832.0026837574653,1470.6250120793522,1258.737454926757,864.793799035953,298.22266516234464,323.86703544139544,412.24628821062754,257.1353777865864,166.1687150544531,175.96065313510812,213.95616092332844,182.85911316818897,60.85388796572778,-2.1116652855800027,-11.230052659439991,-18.032396109384088,-94.87119613136485,-91.86197069684,-266.71775434026,-174.15109809217998,-94.01723794834999,-19.037649970540002,-5.612231647830001,-64.92361806035,-146.97198194036997,-104.46819208414999
INGRESOS CAUSADOS,3. DEFICIT O SUPERAVIT EFECTIVO,0.0,0.0,0.0,0.0,47.93633802494628,71.577277414501,101.02954138547426,106.0,111.0187692482039,126.86929703913933,125.423793928162,122.801757856659,62.941191142495285,38.06490695363705,16.758770000000005,16.758770000000005,16.758770000000005,16.758770000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GASTOS CAUSADOS,3. DEFICIT O SUPERAVIT EFECTIVO,0.0,0.0,0.0,0.0,0.0,0.0,63.615581304400116,266.0781534721011,420.7080034675001,562.0780599139994,615.222696777299,635.3562744925025,637.1401144092972,891.8577889026112,1442.4131029133694,566.5268339463664,634.3364997079856,1161.3214610365826,976.1240737029565,559.2596713723799,1385.6693317163836,3024.642226095089,3853.961268356048,2956.9236248220373,2726.484280885781,3905.5089326093535,1738.5958604811824,5653.444877049613,16745.800033191703,15565.729479504393,9357.855072221564,10583.276826302024
DEUDA FLOTANTE,3. DEFICIT O SUPERAVIT EFECTIVO,-154.6,753.8,979.9,738.9,364.59,1394.7957617000006,-542.1857617000005,-864.469,904.97,-557.9440168931601,1926.18685461027,-752.86294353211,810.9441743133806,-1573.9616982206278,812.9011931297898,1286.7886619867147,1419.4653781210245,3858.847918248713,2109.351851764908,867.2431826875563,-2246.9100117412963,-2201.0152076836766,-1867.9608406464474,693.4473931826046,-2967.4489300865375,-1219.1166098325511,-4797.227598241277,-4531.767198467061,-122.51866696759316,19.706817372485602,115.75514842861958,-273.7183968326658
4. DEFICIT O SUPERAVIT TOTAL,,-772.608,-2616.1806100000003,-4812.180780623997,-5388.08667,-7407.261705912055,-11511.65709225177,-9683.73111885326,-10850.159119385968,-12434.560616275974,-11528.189498881604,-13713.225150844584,-13509.300856939737,-13068.722917392852,-11613.627216484796,-11067.76626122121,-20715.023656850157,-21019.164896213453,-17506.71493694571,-15441.176,-16645.419230701456,-18356.45673084388,-24268.58947595267,-34925.47611604149,-33635.981827267016,-30315.78008820158,-26048.524666145575,-77763.42399813978,-83148.95806391395,-77579.46901869364,-66916.65204944895,-114510.869512404,-117807.13249916636
5. COSTOS DE LA REEST. FINANCIERA,,0.0,0.0,0.0,0.0,0.0,9.900027250399988,793.55275386268,1492.3526665952297,1473.39954316483,1382.3436548556078,1382.9060449819156,1233.2339744639842,1112.8373504401393,1160.7104586128082,1270.2099052105793,1117.3150778657846,392.6780607443646,278.70147194983633,86.03834747701562,57.131332079641744,38.697964755760644,28.687856409850255,0.22337854812029312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capitaliz. Intereses Fogafín,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,49.98480105728001,188.677,67.0048,25.845817732009998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indexación Tes Ley 546,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,136.37820000000002,193.99458450367973,193.8118512605474,162.5324095299519,128.155379226823,95.6839810242793,66.7385841680767,68.5131153550212,69.80489647389629,16.0891185719256,3.1174190793872043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indexación TRD,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,9.3314,41.89020394693964,71.39148100526032,99.10661748545634,127.144227952574,151.121004287922,151.537002149146,196.89955446055498,305.755611610173,251.430736549089,102.2803218445474,135.01741448232636,86.03834747701562,57.131332079641744,38.697964755760644,28.687856409850255,0.22337854812029312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intereses Ley 546,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,112.43769999999999,140.63846876279007,158.76660880113,138.13586636607,120.96464381082998,102.93657049119999,85.38454044929651,69.71332931418,48.937845742010005,21.16418487254,2.83208214189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intereses Fogafín,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,108.177,523.812,502.7621835391023,394.79311649171973,446.6433870621787,311.374254195403,223.27498035998,207.547824834692,181.04449286102,115.26387905482001,27.59072969341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amortización TRD,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amortización Ley 546,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,0.0,127.38369999999999,224.65328213142007,292.16608247895005,303.9008,325.92797967910997,350.54195637377995,383.05627465524003,430.3117457698,477.26537797208005,531.7103478469501,99.55565092013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liquidación Caja Agraria,5. COSTOS DE LA REEST. FINANCIERA,0.0,0.0,0.0,0.0,0.0,9.900027250399988,249.8599528054,178.68712725039995,187.49653607983998,258.02902725039996,234.0704272504,221.5762080914,202.8459686584,187.72488887856002,187.4016805514,181.65681097046001,156.30185706499998,143.68405746751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. DEFICIT A FINANCIAR,,-772.608,-2616.18061,-4812.180780623997,-5388.08667,-7407.261705912055,-11521.55711950217,-10477.28387271594,-12342.511785981198,-13907.960159440805,-12910.533153737211,-15096.131195826501,-14742.534831403722,-14181.560267832989,-12774.337675097604,-12337.976166431788,-21832.33873471594,-21411.84295695782,-17785.416408895548,-15527.214,-16702.5505627811,-18395.154695599642,-24297.277332362522,-34925.699494589615,-33635.981827267016,-30315.78008820158,-26048.524666145575,-77763.42399813978,-83148.95806391395,-77579.46901869364,-66916.65204944895,-114510.869512404,-117807.13249916636
BALANCE PRIMARIO,,7.54200000000003,-1580.0806100000004,-2933.658258872497,-2903.5866699999997,-3317.601705912055,-6486.153203267021,-2989.887020968042,-3087.0875160115875,-4111.452486521988,-1310.6025885016775,-2834.0572845029214,-2993.0520293119166,895.7220359252854,4294.659417895795,4297.810793342964,-5565.888859400026,-6172.051292038054,-708.4184357358649,1611.142,-281.9284984891326,-1377.0222836628245,-3622.775050724383,-9543.764252575469,-7019.035607167745,-2841.776467435011,4751.86495481456,-49426.875208247446,-43471.417966646,-14414.74280102341,-5448.547703332479,-40300.24634885574,-65722.58416638897
