Fecha,Duración - Deuda interna,Duración - Deuda externa,Duración - Deuda total,Vida media - Deuda interna,Vida media - Deuda externa,Vida media - Deuda total,Cupón promedio (%) - Deuda interna (COP),Cupón promedio (%) - Deuda externa (USD),Cupón promedio (%) - Deuda Total
2004-07-31,2.5458557343674943,4.2113411678344255,3.298295508722936,3.8287396667144504,7.248587238737612,5.373772294268924,12.0242558276946,8.58551934154603,10.470689489789532
2004-08-31,2.5125051400647203,4.278334670847313,3.292897764257427,3.7356040619755078,7.151013261894809,5.2450137200163285,11.8480824173318,8.51031002561215,10.372983654781564
2004-09-30,2.5302588782653768,4.215572770202784,3.2874467943596217,3.7796489964764106,7.158877545250577,5.2978890318154885,12.0240352497941,8.528741338030256,10.453648673236017
2004-10-31,2.4996341442264565,3.9388858753893445,3.142574522044182,3.7442312377069205,7.11975125851321,5.252138485978884,11.9907657066626,8.280345619615288,10.333252402369977
2004-11-30,2.464489581066295,3.6119755416813732,2.976398758616726,3.708108310153177,7.042380192713652,5.1955725892073215,12.1193239210153,8.616539657385722,10.55668396455774
2004-12-31,2.4341177816628843,3.803095939403307,3.0328846395440494,3.6687237460753623,6.9533414391977315,5.1053574895223335,11.9934480336401,8.666074694330137,10.53811372599517
2005-01-31,2.4802521166734293,3.942514542785165,3.099587724980224,3.909921178189058,7.049707628335815,5.239765613996562,12.098721865329901,8.419523042385814,10.540411400395886
2005-02-28,2.533402787837733,3.8460627889426307,3.080273656205759,3.9071624573896027,6.919146357978457,5.161993296936082,11.9026740989812,8.012552778668985,10.282000030520644
2005-03-31,2.5465509811186275,4.076735257770011,3.180904445724271,3.92668579642927,6.8845239462814085,5.1528877034358755,11.77911113629,7.916988691701134,10.178028971978673
2005-04-30,2.5380685600786763,4.3032893237274275,3.2190570427063294,3.852904204835693,7.298485610061004,5.182143754490874,11.7239095528116,8.051733620479443,10.307254158994658
2005-05-31,2.561149420235747,4.103637728500991,3.1548807393397778,3.8658550514157755,7.294900826627945,5.1857560584286135,11.6490078883806,8.19461654625797,10.319350919656706
2005-06-30,2.6533243326458313,4.408992682839791,3.307450849722546,3.9205166722949727,7.336493553792976,5.1932405666808386,11.6019573699853,8.38330084482559,10.40275104936309
2005-07-31,2.6222280346067124,4.482288000864276,3.3140131926301994,3.8572123662253586,7.473389635653251,5.202124793325956,11.5738160910176,8.29752427417261,10.355312336642767
2005-08-31,2.5925544324642305,4.496417660490099,3.302264771057611,3.8297599008025314,7.361782209467127,5.146405294075322,11.584035482697699,8.114659581597955,10.290743029105672
2005-09-30,2.6844294267884683,4.636915565519332,3.3935978911421696,3.868190737670495,7.603702889820233,5.224977535776302,11.664404552288001,7.723914754210803,10.233167196247015
