Fecha,Inflación
30/04/2005,5
31/05/2005,5
30/06/2005,5
31/07/2005,5
31/08/2005,5
30/09/2005,5
31/10/2005,5
30/11/2005,5
31/12/2005,5
31/01/2006,4.5
28/02/2006,4.5
31/03/2006,4.5
30/04/2006,4.5
31/05/2006,4.5
30/06/2006,4.5
31/07/2006,4.5
31/08/2006,4.5
30/09/2006,4.5
31/10/2006,4.5
30/11/2006,4.5
31/12/2006,4.5
31/01/2007,4
28/02/2007,4
31/03/2007,4
30/04/2007,4
31/05/2007,4
30/06/2007,4
31/07/2007,4
31/08/2007,4
30/09/2007,4
31/10/2007,4
30/11/2007,4
31/12/2007,4
31/01/2008,4
29/02/2008,4
31/03/2008,4
30/04/2008,4
31/05/2008,4
30/06/2008,4
31/07/2008,4
31/08/2008,4
30/09/2008,4
31/10/2008,4
30/11/2008,4
31/12/2008,4
31/01/2009,5
28/02/2009,5
31/03/2009,5
30/04/2009,5
31/05/2009,5
30/06/2009,5
31/07/2009,5
31/08/2009,5
30/09/2009,5
31/10/2009,5
30/11/2009,5
31/12/2009,5
31/01/2010,3
28/02/2010,3
31/03/2010,3
30/04/2010,3
31/05/2010,3
30/06/2010,3
31/07/2010,3
31/08/2010,3
30/09/2010,3
31/10/2010,3
30/11/2010,3
31/12/2010,3
31/01/2011,3
28/02/2011,3
31/03/2011,3
30/04/2011,3
31/05/2011,3
30/06/2011,3
31/07/2011,3
31/08/2011,3
30/09/2011,3
31/10/2011,3
30/11/2011,3
31/12/2011,3
31/01/2012,3
29/02/2012,3
31/03/2012,3
30/04/2012,3
31/05/2012,3
30/06/2012,3
31/07/2012,3
31/08/2012,3
30/09/2012,3
31/10/2012,3
30/11/2012,3
31/12/2012,3
31/01/2013,3
28/02/2013,3
31/03/2013,3
30/04/2013,3
31/05/2013,3
30/06/2013,3
31/07/2013,3
31/08/2013,3
30/09/2013,3
31/10/2013,3
30/11/2013,3
31/12/2013,3
31/01/2014,3
28/02/2014,3
31/03/2014,3
30/04/2014,3
31/05/2014,3
30/06/2014,3
31/07/2014,3
31/08/2014,3
30/09/2014,3
31/10/2014,3
30/11/2014,3
31/12/2014,3
31/01/2015,3
28/02/2015,3
31/03/2015,3
30/04/2015,3
31/05/2015,3
30/06/2015,3
31/07/2015,3
31/08/2015,3
30/09/2015,3
31/10/2015,3
30/11/2015,3
31/12/2015,3
31/01/2016,3
29/02/2016,3
31/03/2016,3
30/04/2016,3
31/05/2016,3
30/06/2016,3
31/07/2016,3
31/08/2016,3
30/09/2016,3
31/10/2016,3
30/11/2016,3
31/12/2016,3
31/01/2017,3
28/02/2017,3
31/03/2017,3
30/04/2017,3
31/05/2017,3
30/06/2017,3
31/07/2017,3
31/08/2017,3
30/09/2017,3
31/10/2017,3
30/11/2017,3
31/12/2017,3
31/01/2018,3
28/02/2018,3
31/03/2018,3
30/04/2018,3
31/05/2018,3
30/06/2018,3
31/07/2018,3
31/08/2018,3
30/09/2018,3
31/10/2018,3
30/11/2018,3
31/12/2018,3
31/01/2019,3
28/02/2019,3
31/03/2019,3
30/04/2019,3
31/05/2019,3
30/06/2019,3
31/07/2019,3
31/08/2019,3
30/09/2019,3
31/10/2019,3
30/11/2019,3
31/12/2019,3
31/01/2020,3
29/02/2020,3
31/03/2020,3
30/04/2020,3
31/05/2020,3
30/06/2020,3
31/07/2020,3
31/08/2020,3
30/09/2020,3
31/10/2020,3
30/11/2020,3
31/12/2020,3
31/01/2021,3
28/02/2021,3
31/03/2021,3
30/04/2021,3
31/05/2021,3
30/06/2021,3
31/07/2021,3
31/08/2021,3
30/09/2021,3
31/10/2021,3
30/11/2021,3
31/12/2021,3
31/01/2022,3
28/02/2022,3
31/03/2022,3
30/04/2022,3
31/05/2022,3
30/06/2022,3
31/07/2022,3
31/08/2022,3
30/09/2022,3
31/10/2022,3
30/11/2022,3
31/12/2022,3
31/01/2023,3
28/02/2023,3
31/03/2023,3
30/04/2023,3
31/05/2023,3
30/06/2023,3
31/07/2023,3
31/08/2023,3
30/09/2023,3
31/10/2023,3
30/11/2023,3
31/12/2023,3
31/01/2024,3
29/02/2024,3
31/03/2024,3
30/04/2024,3
31/05/2024,3
30/06/2024,3
31/07/2024,3
31/08/2024,3
30/09/2024,3
31/10/2024,3
30/11/2024,3
31/12/2024,3
31/01/2025,3
28/02/2025,3
31/03/2025,3
30/04/2025,3
31/05/2025,3
30/06/2025,3
31/07/2025,3
31/08/2025,3
30/09/2025,3
31/10/2025,3
30/11/2025,3
31/12/2025,3
31/01/2026,3
28/02/2026,3
31/03/2026,3
30/04/2026,3
31/05/2026,3
30/06/2026,3
31/07/2026,3
31/08/2026,3
30/09/2026,3
31/10/2026,3
30/11/2026,3
31/12/2026,3
